locality,constituency,state,lat,lng,status
Ankenpally,MEDAK,Telangana,18.053474,78.289028,locality_curated
Anantha Padmanabha swamy,NIZAMABAD,Telangana,18.68705,78.099896,locality_curated
Mallikarjuna,NIZAMABAD,Telangana,18.686246,78.085282,locality_curated
Beerappa,NIZAMABAD,Telangana,18.698267,78.112346,locality_curated
Ashti,HINGOLI,Maharashtra,19.3731889,77.7107942,nominatim
Babhali,HINGOLI,Maharashtra,19.741989,77.134076,locality_curated
Maksoha,KHERI,Uttar Pradesh,27.880955,80.755464,locality_curated
Delelnagar,KHERI,Uttar Pradesh,27.883275,80.79337,locality_curated
Sisaura,KHERI,Uttar Pradesh,27.910549,80.783257,locality_curated
Baraula,KHERI,Uttar Pradesh,27.906848,80.744654,locality_curated
Maheva,KHERI,Uttar Pradesh,27.92548,80.768993,locality_curated
Sisauna,KHERI,Uttar Pradesh,27.914684,80.787818,locality_curated
Anjanapur,KHERI,Uttar Pradesh,27.886134,80.749918,locality_curated
Ekdhari,HINGOLI,Maharashtra,19.703903,77.146303,locality_curated
Niwgha Bajar,HINGOLI,Maharashtra,19.729602,77.127071,locality_curated
Kondapalli Gopal Rao,MAHABUBABAD,Telangana,17.613966,80.004761,locality_curated
Kondapally Rao,MAHABUBABAD,Telangana,17.623427,80.019202,locality_curated
PANDHARWANI,BALAGHAT,Madhya Pradesh,21.837081,80.192783,locality_curated
Gardaha,KHERI,Uttar Pradesh,27.922042,80.768693,locality_curated
Rasoolpur,KHERI,Uttar Pradesh,27.885175,80.754358,locality_curated
Chhaturi,KHERI,Uttar Pradesh,27.869358,80.773644,locality_curated
Amirnagar Bazaar wali,KHERI,Uttar Pradesh,27.913559,80.743427,locality_curated
Deoria,KHERI,Uttar Pradesh,27.882323,80.754373,locality_curated
Mathana,KHERI,Uttar Pradesh,27.870017,80.761541,locality_curated
Guptha,MAHABUBABAD,Telangana,17.577895,79.976809,locality_curated
Krishna,MAHABUBABAD,Telangana,17.582394,80.014431,locality_curated
kalamnuri,HINGOLI,Maharashtra,19.701838,77.16036,locality_curated
Dhiravan Nuruddin Ansari,KHERI,Uttar Pradesh,27.913708,80.76837,locality_curated
Ganeshpur,KHERI,Uttar Pradesh,27.879105,80.746357,locality_curated
Bheemanna,NIZAMABAD,Telangana,18.661289,78.082572,locality_curated
Mata Ji Ka,KHERI,Uttar Pradesh,27.885754,80.75079,locality_curated
Lalganj,KHERI,Uttar Pradesh,27.910375,80.755502,locality_curated
Wazirnagar,KHERI,Uttar Pradesh,27.892252,80.739427,locality_curated
Vadada,SRIKAKULAM,Andhra Pradesh,18.312164,83.911983,locality_curated
Malpur,KHERI,Uttar Pradesh,27.897568,80.789584,locality_curated
Dhakherwa,KHERI,Uttar Pradesh,27.890946,80.752255,locality_curated
Majhra,KHERI,Uttar Pradesh,27.92811,80.780952,locality_curated
Teliar,KHERI,Uttar Pradesh,27.889652,80.74702,locality_curated
Khairtiya,KHERI,Uttar Pradesh,27.870065,80.760924,locality_curated
Bairiya,KHERI,Uttar Pradesh,27.88523,80.761485,locality_curated
Sujanpur,KHERI,Uttar Pradesh,27.917153,80.754283,locality_curated
Chhedipurwa,KHERI,Uttar Pradesh,27.910073,80.788241,locality_curated
Janbai,AMRELI,Gujarat,21.58544,71.240312,locality_curated
Keriyanagar,AMRELI,Gujarat,21.609511,71.199542,locality_curated
Semri,KHERI,Uttar Pradesh,27.906994,80.785532,locality_curated
Danduri,KHERI,Uttar Pradesh,27.891351,80.75305,locality_curated
Chandpura,KHERI,Uttar Pradesh,27.898228,80.798677,locality_curated
Kharwahiya,KHERI,Uttar Pradesh,27.895713,80.75507,locality_curated
Sinsaiya,KHERI,Uttar Pradesh,27.893916,80.792519,locality_curated
Sohariya,KHERI,Uttar Pradesh,27.868972,80.774311,locality_curated
Mallabehad village,KHERI,Uttar Pradesh,27.915036,80.770594,locality_curated
Gauria,KHERI,Uttar Pradesh,27.928879,80.771713,locality_curated
Okeshar Nath,KHERI,Uttar Pradesh,27.877019,80.773193,locality_curated
vaishnav Dham,INDORE,Madhya Pradesh,22.735366,75.852474,locality_curated
Kamalapura,DAVANAGERE,Karnataka,14.449149,75.94125,locality_curated
Nagar,GAYA (SC),Bihar,24.798331,85.033269,locality_curated
Yekkegondi,DAVANAGERE,Karnataka,14.442123,75.929275,locality_curated
Mattihalli,DAVANAGERE,Karnataka,14.483055,75.915166,locality_curated
Thyavanige,DAVANAGERE,Karnataka,14.449443,75.937795,locality_curated
Ponnala,MEDAK,Telangana,18.071353,78.250535,locality_curated
TUMBA,BAGALKOT,Karnataka,16.160567,75.705869,locality_curated
antargat shekhpurdani,MADHUBANI,Bihar,26.369976,86.054616,locality_curated
antargat nanaura,MADHUBANI,Bihar,26.384508,86.084325,locality_curated
house,BAGHPAT,Uttar Pradesh,28.956842,77.239485,locality_curated
Chelluru,VIZIANAGARAM,Andhra Pradesh,18.088099,83.415171,locality_curated
Kottayam Rajas High,KANNUR,Kerala,11.857435,75.391935,locality_curated
Korukonda,VIZIANAGARAM,Andhra Pradesh,18.124783,83.399992,locality_curated
Pinavemali,VIZIANAGARAM,Andhra Pradesh,18.102829,83.410798,locality_curated
Gollalapeta,VIZIANAGARAM,Andhra Pradesh,18.123824,83.402879,locality_curated
Billalavalasa,VIZIANAGARAM,Andhra Pradesh,18.093799,83.385739,locality_curated
Gantyada,VIZIANAGARAM,Andhra Pradesh,18.106461,83.381195,locality_curated
singhhouse,BAGHPAT,Uttar Pradesh,28.957964,77.216,locality_curated
Bondapalli,VIZIANAGARAM,Andhra Pradesh,18.076416,83.402956,locality_curated
Gajapathinagaram,VIZIANAGARAM,Andhra Pradesh,18.125723,83.381059,locality_curated
Vadanappally Grama,THRISSUR,Kerala,10.544099,76.231182,locality_curated
Bagakandra Nuaguda Hundi,NABARANGPUR(ST),Odisha,19.215696,82.523792,locality_curated
Rama,NABARANGPUR(ST),Odisha,19.212624,82.54644,locality_curated
Trinath,NABARANGPUR(ST),Odisha,19.246038,82.548623,locality_curated
Shiba,NABARANGPUR(ST),Odisha,19.2437,82.56271,locality_curated
Krushna,NABARANGPUR(ST),Odisha,19.236331,82.561611,locality_curated
Karakalaghatta Janatha,BANGALORE RURAL,Karnataka,13.166423,77.37301,locality_curated
Thippasandra,BANGALORE RURAL,Karnataka,13.12497,77.400898,locality_curated
Rampuradoddi Iruligara,BANGALORE RURAL,Karnataka,13.172735,77.40539,locality_curated
ICDS in Kotabommali,SRIKAKULAM,Andhra Pradesh,18.316059,83.88041,locality_curated
Kotabommali,SRIKAKULAM,Andhra Pradesh,18.298389,83.914638,locality_curated
Sompeta mandal,SRIKAKULAM,Andhra Pradesh,18.300412,83.868652,locality_curated
Lakkavaram,SRIKAKULAM,Andhra Pradesh,18.321621,83.907526,locality_curated
Inagalur,TIRUPATI(SC),Andhra Pradesh,13.649086,79.437995,locality_curated
village Dhakherwa Khalsa,KHERI,Uttar Pradesh,27.918125,80.745558,locality_curated
Shani Maharaj,KHERI,Uttar Pradesh,27.884167,80.745341,locality_curated
Ludhauri,KHERI,Uttar Pradesh,27.903801,80.745605,locality_curated
Constructionof,NIZAMABAD,Telangana,18.685956,78.070361,locality_curated
Bagur,ULUBERIA,West Bengal,22.485939,88.104515,locality_curated
Amta I,ULUBERIA,West Bengal,22.461814,88.073902,locality_curated
Gangabehar,KHERI,Uttar Pradesh,27.907214,80.737261,locality_curated
Barautha,KHERI,Uttar Pradesh,27.895028,80.755344,locality_curated
Paramasivan,THENI,Tamil Nadu,10.031258,77.453477,locality_curated
Bhedauri,KHERI,Uttar Pradesh,27.884552,80.759908,locality_curated
Lalpur,KHERI,Uttar Pradesh,27.905673,80.803022,locality_curated
Mudabujurg,KHERI,Uttar Pradesh,27.91358,80.763159,locality_curated
Harisinghpur,KHERI,Uttar Pradesh,27.921792,80.752084,locality_curated
Gavanal,CHIKKODI,Karnataka,16.415478,74.61193,locality_curated
Hirekodi,CHIKKODI,Karnataka,16.441764,74.585144,locality_curated
Kanagala,CHIKKODI,Karnataka,16.42868,74.578201,locality_curated
DIH BABA,MACHHLISHAHR(SC),Uttar Pradesh,25.797897,82.570586,locality_curated
Kodanda Ramapuram,TIRUPATI(SC),Andhra Pradesh,13.653091,79.41789,locality_curated
Gauriya,KHERI,Uttar Pradesh,27.891318,80.74147,locality_curated
Gayatri,NABARANGPUR(ST),Odisha,19.218132,82.559729,locality_curated
Maa Koshaleswari,NABARANGPUR(ST),Odisha,19.211555,82.569791,locality_curated
Thakurani,NABARANGPUR(ST),Odisha,19.23785,82.514677,locality_curated
Baba Chaurian,NABARANGPUR(ST),Odisha,19.209382,82.5465,locality_curated
Nagarabujurg,GONDA,Uttar Pradesh,27.105951,81.97147,locality_curated
Maskanwa,GONDA,Uttar Pradesh,27.122443,81.947412,locality_curated
Ramduttpur,GONDA,Uttar Pradesh,27.117609,81.940837,locality_curated
Bhuigwan,GONDA,Uttar Pradesh,27.144573,81.934786,locality_curated
Keshavnagar,GONDA,Uttar Pradesh,27.149421,81.967514,locality_curated
Turkadiha,GONDA,Uttar Pradesh,27.132128,81.975097,locality_curated
Bakharwa,GONDA,Uttar Pradesh,27.12967,81.981255,locality_curated
Maa Parbati,NABARANGPUR(ST),Odisha,19.212318,82.53729,locality_curated
Maa Thakurani,NABARANGPUR(ST),Odisha,19.241485,82.530816,locality_curated
Kalki Mata,NABARANGPUR(ST),Odisha,19.203583,82.543048,locality_curated
Lodhiaghata,GONDA,Uttar Pradesh,27.108234,81.954802,locality_curated
Kishundaspur,GONDA,Uttar Pradesh,27.141813,81.975819,locality_curated
Khadauwa,GONDA,Uttar Pradesh,27.145332,81.951222,locality_curated
Chadauwa,GONDA,Uttar Pradesh,27.118509,81.948776,locality_curated
Dadwa,GONDA,Uttar Pradesh,27.139114,81.926506,locality_curated
Motigaon,NABARANGPUR(ST),Odisha,19.237599,82.525801,locality_curated
Maa Bhandar Gharani,NABARANGPUR(ST),Odisha,19.205687,82.564872,locality_curated
Pendrani,NABARANGPUR(ST),Odisha,19.245706,82.550273,locality_curated
Mausi Maa,NABARANGPUR(ST),Odisha,19.212333,82.54437,locality_curated
Katra,GONDA,Uttar Pradesh,27.149013,81.964153,locality_curated
Gandhi,NABARANGPUR(ST),Odisha,19.253656,82.529299,locality_curated
Kali,NABARANGPUR(ST),Odisha,19.248993,82.539908,locality_curated
Maa Kali,NABARANGPUR(ST),Odisha,19.233053,82.528391,locality_curated
Alekha Mahima,NABARANGPUR(ST),Odisha,19.254644,82.533887,locality_curated
Khutiariguda,NABARANGPUR(ST),Odisha,19.252823,82.552728,locality_curated
Kankalini,NABARANGPUR(ST),Odisha,19.225512,82.52583,locality_curated
Radhakrishna,NABARANGPUR(ST),Odisha,19.20615,82.540506,locality_curated
Adishakti Maa Kali,NABARANGPUR(ST),Odisha,19.234072,82.566644,locality_curated
Hanuman,NABARANGPUR(ST),Odisha,19.233618,82.51972,locality_curated
Sunshine Public,GUWAHATI,Assam,26.122267,91.71467,locality_curated
Kali,GUWAHATI,Assam,26.156444,91.746226,locality_curated
Raghopur,MUZAFFARPUR,Bihar,26.109611,85.379164,locality_curated
Villiyanallur,CHIDAMBARAM(SC),Tamil Nadu,11.399833,79.65945,locality_curated
Veeramudiyanatham Village Veeramudiyanatham,CHIDAMBARAM(SC),Tamil Nadu,11.410252,79.702169,locality_curated
Harsha,MALKAJGIRI,Telangana,17.482322,78.537431,locality_curated
Mandavne,MAVAL,Maharashtra,18.740454,73.517871,locality_curated
Lakhanpur,MUZAFFARPUR,Bihar,26.131733,85.334837,locality_curated
Ghanshyampur,MUZAFFARPUR,Bihar,26.13012,85.384013,locality_curated
Malampatti,SIVAGANGA,Tamil Nadu,9.851185,78.498468,locality_curated
Vaniyankadu,SIVAGANGA,Tamil Nadu,9.850359,78.468148,locality_curated
Bangaru Maisamma,NIZAMABAD,Telangana,18.677901,78.111546,locality_curated
Land,GURGAON,Haryana,28.449156,77.015628,locality_curated
Vinayakanagara,DAVANAGERE,Karnataka,14.472304,75.952266,locality_curated
Kadathi,DAVANAGERE,Karnataka,14.450593,75.914535,locality_curated
Goppenahalli,DAVANAGERE,Karnataka,14.465082,75.941977,locality_curated
Hanumasagara,DAVANAGERE,Karnataka,14.442364,75.913064,locality_curated
Kurumbur,SIVAGANGA,Tamil Nadu,9.842806,78.454224,locality_curated
Walajabad,KANCHEEPURAM(SC),Tamil Nadu,12.811448,79.719923,locality_curated
Karanaipuducheri,KANCHEEPURAM(SC),Tamil Nadu,12.840663,79.708357,locality_curated
Oradadam,KANCHEEPURAM(SC),Tamil Nadu,12.818164,79.674931,locality_curated
Thirumani,KANCHEEPURAM(SC),Tamil Nadu,12.832786,79.706994,locality_curated
Mamapakkam,KANCHEEPURAM(SC),Tamil Nadu,12.7949,79.698968,locality_curated
Anoor,KANCHEEPURAM(SC),Tamil Nadu,12.80528,79.707793,locality_curated
Nathamkarimacheri,KANCHEEPURAM(SC),Tamil Nadu,12.805416,79.701537,locality_curated
Thriukalukundram Town,KANCHEEPURAM(SC),Tamil Nadu,12.827697,79.673514,locality_curated
Natarajapuram Village Vasaputhur,CHIDAMBARAM(SC),Tamil Nadu,11.374836,79.701193,locality_curated
Pudhuchathiram Village Villiyanallur,CHIDAMBARAM(SC),Tamil Nadu,11.401584,79.671627,locality_curated
Manjakuzhi,CHIDAMBARAM(SC),Tamil Nadu,11.410507,79.713037,locality_curated
Keelnathur,TIRUVALLUR(SC),Tamil Nadu,13.16656,79.898564,locality_curated
Viyasapuram,TIRUVALLUR(SC),Tamil Nadu,13.130545,79.87727,locality_curated
Vengathur,TIRUVALLUR(SC),Tamil Nadu,13.152703,79.932733,locality_curated
Keelachery,TIRUVALLUR(SC),Tamil Nadu,13.123672,79.915683,locality_curated
light Vishnuvakkam,TIRUVALLUR(SC),Tamil Nadu,13.151011,79.929465,locality_curated
Arambakkam,TIRUVALLUR(SC),Tamil Nadu,13.153164,79.93478,locality_curated
Throupathi amman,TIRUVALLUR(SC),Tamil Nadu,13.127446,79.919382,locality_curated
Ponnankoil  Paradhur,CHIDAMBARAM(SC),Tamil Nadu,11.389615,79.673488,locality_curated
Srivakkaramari,CHIDAMBARAM(SC),Tamil Nadu,11.382592,79.695167,locality_curated
Achalpuram,CHIDAMBARAM(SC),Tamil Nadu,11.421421,79.68539,locality_curated
Kilvanniyur,CHIDAMBARAM(SC),Tamil Nadu,11.420017,79.685331,locality_curated
jagarnathpur me,JAUNPUR,Uttar Pradesh,25.738217,82.709785,locality_curated
Thalikulam Village Vadathalaikulam,CHIDAMBARAM(SC),Tamil Nadu,11.383792,79.683885,locality_curated
Pavazhankudi,CHIDAMBARAM(SC),Tamil Nadu,11.405015,79.705786,locality_curated
Jeevangi,CHELVELLA,Telangana,,,locality_curated
Kothapally,CHELVELLA,Telangana,,,locality_curated
Non Municipal,CHIDAMBARAM(SC),Tamil Nadu,11.407953,79.701898,locality_curated
Govindapuram,CHIDAMBARAM(SC),Tamil Nadu,11.420738,79.690982,locality_curated
motapung,DIBRUGARH,Assam,27.45914,94.910923,locality_curated
Parppanachery Village Parppanachery,CHIDAMBARAM(SC),Tamil Nadu,11.402517,79.663873,locality_curated
Keezha,CHIDAMBARAM(SC),Tamil Nadu,11.369103,79.697712,locality_curated
School Thirumanur,CHIDAMBARAM(SC),Tamil Nadu,11.403362,79.720087,locality_curated
Dhulijan LP,DIBRUGARH,Assam,27.461984,94.926024,locality_curated
Vanavanallur Village Thaluthalaimedu,CHIDAMBARAM(SC),Tamil Nadu,11.419534,79.673885,locality_curated
Vadaveekkam Village Thandalai,CHIDAMBARAM(SC),Tamil Nadu,11.427929,79.693155,locality_curated
Kalleri West,CHIDAMBARAM(SC),Tamil Nadu,11.385906,79.693504,locality_curated
Elaiyur VIllage Elaiyur,CHIDAMBARAM(SC),Tamil Nadu,11.373585,79.674838,locality_curated
AD Street Koodalur,CHIDAMBARAM(SC),Tamil Nadu,11.375987,79.686833,locality_curated
Village Thirumandurai,CHIDAMBARAM(SC),Tamil Nadu,11.416267,79.669972,locality_curated
MUTTATTI,BAGALKOT,Karnataka,16.206948,75.680447,locality_curated
KAGALGOMBA,BAGALKOT,Karnataka,16.174349,75.714111,locality_curated
PETLUR,BAGALKOT,Karnataka,16.168597,75.707873,locality_curated
CHIKKUR,BAGALKOT,Karnataka,16.164432,75.718312,locality_curated
RUGI,BAGALKOT,Karnataka,16.203883,75.706556,locality_curated
INGALAGI,BAGALKOT,Karnataka,16.168626,75.720282,locality_curated
BHANTANUR,BAGALKOT,Karnataka,16.197971,75.71995,locality_curated
Durga,DIBRUGARH,Assam,27.483351,94.892969,locality_curated
KOTIKAL,BAGALKOT,Karnataka,16.203524,75.676165,locality_curated
GALAGALI,BAGALKOT,Karnataka,16.183077,75.712483,locality_curated
GOTHE,BAGALKOT,Karnataka,16.174181,75.720302,locality_curated
Kankanawadi,BAGALKOT,Karnataka,16.171024,75.707138,locality_curated
Mallappuzhasserry Grama,PATHANAMTHITTA,Kerala,9.274301,76.805295,locality_curated
ASANGI,BAGALKOT,Karnataka,16.195488,75.680426,locality_curated
KADUR,HASSAN,Karnataka,12.995119,76.107381,locality_curated
ARASIKERE,HASSAN,Karnataka,13.013567,76.07076,locality_curated
Basahari,SAGAR,Madhya Pradesh,23.856467,78.721593,locality_curated
Bildhav,SAGAR,Madhya Pradesh,23.852583,78.768695,locality_curated
Canal Katta Hanumna,NIZAMABAD,Telangana,18.655706,78.115126,locality_curated
hosanna,NIZAMABAD,Telangana,18.683322,78.105032,locality_curated
ZUNJARAKOPPA,BAGALKOT,Karnataka,16.208968,75.689036,locality_curated
Tuppur gram,SHIMOGA,Karnataka,13.946332,75.543921,locality_curated
ELKURTHY,WARANGEL(SC),Telangana,,,locality_curated
Pisawan ki,DHAURAHRA,Uttar Pradesh,27.71597,81.00229,locality_curated
Nanoshi in Manghar,MAVAL,Maharashtra,18.769605,73.551001,locality_curated
towards,KANGRA,Himachal Pradesh,32.113814,76.288815,locality_curated
playground,KANGRA,Himachal Pradesh,32.07893,76.277583,locality_curated
house,KANGRA,Himachal Pradesh,32.08152,76.257138,locality_curated
Dhramraj,KAUSHAMBI(SC),Uttar Pradesh,25.524007,81.360344,locality_curated
Lal,KAUSHAMBI(SC),Uttar Pradesh,25.536859,81.391086,locality_curated
Singh,KAUSHAMBI(SC),Uttar Pradesh,25.564359,81.383048,locality_curated
Tripathi,KAUSHAMBI(SC),Uttar Pradesh,25.524815,81.396319,locality_curated
Mujahair,KAUSHAMBI(SC),Uttar Pradesh,25.534857,81.341528,locality_curated
Yadav,KAUSHAMBI(SC),Uttar Pradesh,25.552145,81.378692,locality_curated
Pasi,KAUSHAMBI(SC),Uttar Pradesh,25.533488,81.405513,locality_curated
Karela,SURENDRANAGAR,Gujarat,22.702316,71.640568,locality_curated
Lunavas,JALORE,Rajasthan,25.345489,72.591485,locality_curated
Center,LUDHIANA,Punjab,30.913144,75.890643,locality_curated
Azimpeta,BHONGIR,Telangana,17.488219,78.867697,locality_curated
Gugudu,ANANTAPUR,Andhra Pradesh,14.670948,77.615624,locality_curated
Gram,RAE BARELI,Uttar Pradesh,26.229301,81.252109,locality_curated
Satya Sai,RAE BARELI,Uttar Pradesh,26.221387,81.263412,locality_curated
Njeezhoor,KOTTAYAM,Kerala,9.576609,76.49787,locality_curated
khamher,MANDLA(ST),Madhya Pradesh,22.572517,80.369402,locality_curated
Morangial,NOWGONG,Assam,26.329802,92.706895,locality_curated
Sai baba,NIZAMABAD,Telangana,18.682884,78.124115,locality_curated
Sagarin,LUDHIANA,Punjab,30.910162,75.879193,locality_curated
Rehamania,NAGPUR,Maharashtra,21.159318,79.091546,locality_curated
Marg se,GAUTAM BUDDHA NAGAR,Uttar Pradesh,28.511013,77.395915,locality_curated
Govt Elementary,TIRUVALLUR(SC),Tamil Nadu,13.123464,79.925935,locality_curated
Korattur,TIRUVALLUR(SC),Tamil Nadu,13.147694,79.927096,locality_curated
Tirumazhisai Town,TIRUVALLUR(SC),Tamil Nadu,13.122777,79.929766,locality_curated
Kannigapuram,TIRUVALLUR(SC),Tamil Nadu,13.160636,79.924725,locality_curated
Vellakulam Roundtana Thozhuvur,TIRUVALLUR(SC),Tamil Nadu,13.166749,79.904135,locality_curated
KHAJJIDONI,BAGALKOT,Karnataka,16.16471,75.686434,locality_curated
Nallur,TIRUVALLUR(SC),Tamil Nadu,13.145944,79.889638,locality_curated
Nos  Perungavur,TIRUVALLUR(SC),Tamil Nadu,13.13719,79.885279,locality_curated
Orakkadu,TIRUVALLUR(SC),Tamil Nadu,13.161031,79.921494,locality_curated
Alamathi,TIRUVALLUR(SC),Tamil Nadu,13.1172,79.887936,locality_curated
Pudhur,TIRUVALLUR(SC),Tamil Nadu,13.156268,79.882379,locality_curated
Aangadu,TIRUVALLUR(SC),Tamil Nadu,13.118345,79.925899,locality_curated
nerkundram,TIRUVALLUR(SC),Tamil Nadu,13.12041,79.898392,locality_curated
padiyanallur,TIRUVALLUR(SC),Tamil Nadu,13.160862,79.889883,locality_curated
Athur,TIRUVALLUR(SC),Tamil Nadu,13.110611,79.906051,locality_curated
Padiyanallur,TIRUVALLUR(SC),Tamil Nadu,13.13244,79.919502,locality_curated
Shoalavaram,TIRUVALLUR(SC),Tamil Nadu,13.15854,79.926042,locality_curated
Sothuperumbedu,TIRUVALLUR(SC),Tamil Nadu,13.111809,79.892636,locality_curated
Kummanur,TIRUVALLUR(SC),Tamil Nadu,13.143505,79.887357,locality_curated
Nos  Pammathukulam,TIRUVALLUR(SC),Tamil Nadu,13.152329,79.878661,locality_curated
Pothur,TIRUVALLUR(SC),Tamil Nadu,13.159919,79.889423,locality_curated
Vellanoor,TIRUVALLUR(SC),Tamil Nadu,13.138649,79.922235,locality_curated
Morai,TIRUVALLUR(SC),Tamil Nadu,13.126349,79.887911,locality_curated
Vellacheri,TIRUVALLUR(SC),Tamil Nadu,13.15481,79.910155,locality_curated
Arakkambakam,TIRUVALLUR(SC),Tamil Nadu,13.126174,79.928033,locality_curated
Pandeshwaram,TIRUVALLUR(SC),Tamil Nadu,13.165085,79.903848,locality_curated
Palavaedu,TIRUVALLUR(SC),Tamil Nadu,13.148808,79.879093,locality_curated
Alathur,TIRUVALLUR(SC),Tamil Nadu,13.138922,79.921784,locality_curated
Karalapakkam,TIRUVALLUR(SC),Tamil Nadu,13.157043,79.881243,locality_curated
Sangameswara,HAVERI,Karnataka,14.805171,75.369501,locality_curated
Suhagpur,KEONJHAR(ST),Odisha,21.6288,85.564259,locality_curated
Kodumur,KURNOOL,Andhra Pradesh,15.849725,78.044172,locality_curated
Alekha Mahima,KEONJHAR(ST),Odisha,21.649971,85.5818,locality_curated
Anjaneya swamy,KURNOOL,Andhra Pradesh,15.841446,78.015939,locality_curated
modern,KURNOOL,Andhra Pradesh,15.848672,78.029517,locality_curated
Bettadamalali,UDUPI CHIKMAGALUR,Karnataka,13.33182,75.119714,locality_curated
Kalvach,NAVSARI,Gujarat,20.936494,72.965987,locality_curated
Kumbharfaliya,NAVSARI,Gujarat,20.963029,72.97697,locality_curated
Alipor,NAVSARI,Gujarat,20.938656,72.984146,locality_curated
Balvada,NAVSARI,Gujarat,20.936055,72.968278,locality_curated
Rethvaniya,NAVSARI,Gujarat,20.967503,72.97351,locality_curated
Vishnudev,MADHA,Maharashtra,17.913814,75.550853,locality_curated
KOladasapuram,KRISHNAGIRI,Tamil Nadu,12.529032,78.226896,locality_curated
Palavanapalli,KRISHNAGIRI,Tamil Nadu,12.526519,78.235987,locality_curated
GGHSS in Bagalur,KRISHNAGIRI,Tamil Nadu,12.535204,78.22561,locality_curated
GHSS in Masinayakkanapalli,KRISHNAGIRI,Tamil Nadu,12.500517,78.20659,locality_curated
PUPS in Thummanapalli,KRISHNAGIRI,Tamil Nadu,12.506064,78.22303,locality_curated
Bismillah,KRISHNAGIRI,Tamil Nadu,12.535968,78.19652,locality_curated
saraswati sishu vidya,KEONJHAR(ST),Odisha,21.621888,85.567207,locality_curated
Ratnagiri,HINDUPUR,Andhra Pradesh,13.80163,77.504742,locality_curated
Dodderi,HINDUPUR,Andhra Pradesh,13.851588,77.500532,locality_curated
Basarahalli,UDUPI CHIKMAGALUR,Karnataka,13.358441,75.094116,locality_curated
Sattihalli,UDUPI CHIKMAGALUR,Karnataka,13.37199,75.098042,locality_curated
Baigur,UDUPI CHIKMAGALUR,Karnataka,13.343012,75.070366,locality_curated
Hariharadahalli,UDUPI CHIKMAGALUR,Karnataka,13.326679,75.104774,locality_curated
Moodigere Town,UDUPI CHIKMAGALUR,Karnataka,13.370229,75.09982,locality_curated
Kotbaspally,CHELVELLA,Telangana,,,locality_curated
Sirigiripet,CHELVELLA,Telangana,,,locality_curated
Kothrepally,CHELVELLA,Telangana,,,locality_curated
badnai,KEONJHAR(ST),Odisha,21.627932,85.599608,locality_curated
primary,KEONJHAR(ST),Odisha,21.627353,85.552088,locality_curated
shiv,KEONJHAR(ST),Odisha,21.646513,85.59723,locality_curated
panasadiha,KEONJHAR(ST),Odisha,21.621478,85.552406,locality_curated
tikirpada,KEONJHAR(ST),Odisha,21.640798,85.571716,locality_curated
Digdhar,KEONJHAR(ST),Odisha,21.633071,85.560187,locality_curated
Kathuanugan,KEONJHAR(ST),Odisha,21.599822,85.590153,locality_curated
sweeper,KEONJHAR(ST),Odisha,21.601835,85.575634,locality_curated
Sonandur,DAKSHINA KANNADA,Karnataka,12.842452,75.221509,locality_curated
Sarat Sishu,KEONJHAR(ST),Odisha,21.617149,85.608677,locality_curated
thakurmunda sishu,KEONJHAR(ST),Odisha,21.635356,85.596259,locality_curated
Suakati Saraswati Sishu,KEONJHAR(ST),Odisha,21.650395,85.605031,locality_curated
Ghatgaon Sishu,KEONJHAR(ST),Odisha,21.634397,85.567616,locality_curated
Dhenkikote Sishu,KEONJHAR(ST),Odisha,21.646214,85.592184,locality_curated
DAKATE KALI,ARAMBAG(SC),West Bengal,,,locality_curated
BISHALAKSHMI,ARAMBAG(SC),West Bengal,,,locality_curated
DURGA,ARAMBAG(SC),West Bengal,,,locality_curated
OLAICHANDI MATA,ARAMBAG(SC),West Bengal,,,locality_curated
BISHLAXMI,ARAMBAG(SC),West Bengal,,,locality_curated
Arma,MAINPURI,Uttar Pradesh,27.211525,78.996811,locality_curated
Vyoti,MAINPURI,Uttar Pradesh,27.251305,79.042366,locality_curated
Pahadpuru,MAINPURI,Uttar Pradesh,27.240351,78.984275,locality_curated
Kali Mata,SHIMLA (SC),Himachal Pradesh,31.103857,77.204946,locality_curated
Mouneshwar,BIJAPUR(SC),Karnataka,16.820222,75.693318,locality_curated
Aranya Siddeshwar,BIJAPUR(SC),Karnataka,16.823218,75.722634,locality_curated
Hanuman,JAMMU,Jammu And Kashmir,32.712457,74.83959,locality_curated
sejpur game,BHARUCH,Gujarat,21.725959,73.019507,locality_curated
Tannirupantha,DAKSHINA KANNADA,Karnataka,12.83965,75.263787,locality_curated
Marodi,DAKSHINA KANNADA,Karnataka,12.8301,75.265885,locality_curated
Sirunagalur,KALLAKURICHI,Tamil Nadu,11.713324,78.942929,locality_curated
Harnivav,KHEDA,Gujarat,22.690318,72.700904,locality_curated
Pardhol,KHEDA,Gujarat,22.735625,72.661742,locality_curated
Zanu,KHEDA,Gujarat,22.716885,72.700775,locality_curated
Chaloda,KHEDA,Gujarat,22.704884,72.706987,locality_curated
Dampat,KHEDA,Gujarat,22.719623,72.714279,locality_curated
KHAIRA,SIDHI,Madhya Pradesh,24.421676,81.90364,locality_curated
SATHORI,SIDHI,Madhya Pradesh,24.407732,81.854831,locality_curated
GANDHIGRAM,SIDHI,Madhya Pradesh,24.398572,81.887482,locality_curated
